,location,location_next,location_2,location_3,location_4
137,dairy,drinks,checkout,checkout,checkout
142,drinks,checkout,checkout,checkout,checkout
158,checkout,checkout,checkout,checkout,checkout
1490,fruit,checkout,checkout,checkout,checkout
1495,checkout,checkout,checkout,checkout,checkout
1564,fruit,checkout,checkout,checkout,checkout
1586,checkout,checkout,checkout,checkout,checkout
1490,fruit,checkout,checkout,checkout,checkout
1495,checkout,checkout,checkout,checkout,drinks
1581,fruit,checkout,checkout,drinks,spices
1590,checkout,checkout,drinks,spices,checkout
1533,spices,drinks,spices,checkout,checkout
1553,drinks,spices,checkout,checkout,dairy
1573,spices,checkout,checkout,dairy,drinks
1584,checkout,checkout,dairy,drinks,checkout
1491,spices,dairy,drinks,checkout,checkout
1502,dairy,drinks,checkout,checkout,checkout
1511,drinks,checkout,checkout,checkout,checkout
1533,checkout,checkout,checkout,checkout,dairy
1565,fruit,checkout,checkout,dairy,drinks
1579,checkout,checkout,dairy,drinks,checkout
1491,spices,dairy,drinks,checkout,checkout
1502,dairy,drinks,checkout,checkout,spices
1511,drinks,checkout,checkout,spices,fruit
1533,checkout,checkout,spices,fruit,checkout
1582,drinks,spices,fruit,checkout,checkout
1586,spices,fruit,checkout,checkout,checkout
1591,fruit,checkout,checkout,checkout,checkout
1596,checkout,checkout,checkout,checkout,checkout
1534,drinks,checkout,checkout,checkout,checkout
1547,checkout,checkout,checkout,checkout,drinks
1492,dairy,checkout,checkout,drinks,spices
1517,checkout,checkout,drinks,spices,drinks
1566,spices,drinks,spices,drinks,fruit
1587,drinks,spices,drinks,fruit,checkout
1594,spices,drinks,fruit,checkout,checkout
1600,drinks,fruit,checkout,checkout,checkout
1604,fruit,checkout,checkout,checkout,checkout
1608,checkout,checkout,checkout,checkout,dairy
1492,dairy,checkout,checkout,dairy,checkout
1517,checkout,checkout,dairy,checkout,checkout
1593,spices,dairy,checkout,checkout,dairy
1597,dairy,checkout,checkout,dairy,checkout
1609,checkout,checkout,dairy,checkout,checkout
1538,fruit,dairy,checkout,checkout,checkout
1548,dairy,checkout,checkout,checkout,checkout
1565,checkout,checkout,checkout,checkout,checkout
1496,fruit,checkout,checkout,checkout,checkout
1498,checkout,checkout,checkout,checkout,checkout
1567,fruit,checkout,checkout,checkout,checkout
1601,checkout,checkout,checkout,checkout,checkout
1496,fruit,checkout,checkout,checkout,checkout
1498,checkout,checkout,checkout,checkout,spices
1594,drinks,checkout,checkout,spices,dairy
1598,checkout,checkout,spices,dairy,checkout
1539,fruit,spices,dairy,checkout,checkout
1554,spices,dairy,checkout,checkout,fruit
1562,dairy,checkout,checkout,fruit,dairy
1580,checkout,checkout,fruit,dairy,drinks
1499,drinks,fruit,dairy,drinks,spices
1512,fruit,dairy,drinks,spices,checkout
1514,dairy,drinks,spices,checkout,checkout
1516,drinks,spices,checkout,checkout,fruit
1520,spices,checkout,checkout,fruit,checkout
1524,checkout,checkout,fruit,checkout,checkout
1571,dairy,fruit,checkout,checkout,fruit
1630,fruit,checkout,checkout,fruit,dairy
1634,checkout,checkout,fruit,dairy,drinks
1499,drinks,fruit,dairy,drinks,spices
1512,fruit,dairy,drinks,spices,checkout
1514,dairy,drinks,spices,checkout,checkout
1516,drinks,spices,checkout,checkout,dairy
1520,spices,checkout,checkout,dairy,checkout
1524,checkout,checkout,dairy,checkout,checkout
1599,spices,dairy,checkout,checkout,dairy
1600,dairy,checkout,checkout,dairy,drinks
1640,checkout,checkout,dairy,drinks,checkout
1549,spices,dairy,drinks,checkout,checkout
1563,dairy,drinks,checkout,checkout,checkout
1595,drinks,checkout,checkout,checkout,checkout
1599,checkout,checkout,checkout,checkout,checkout
1500,spices,checkout,checkout,checkout,checkout
1503,checkout,checkout,checkout,checkout,checkout
1572,dairy,checkout,checkout,checkout,checkout
1616,checkout,checkout,checkout,checkout,checkout
1500,spices,checkout,checkout,checkout,checkout
1503,checkout,checkout,checkout,checkout,checkout
1601,fruit,checkout,checkout,checkout,checkout
1607,checkout,checkout,checkout,checkout,checkout
1550,fruit,checkout,checkout,checkout,checkout
1555,checkout,checkout,checkout,checkout,drinks
1501,fruit,checkout,checkout,drinks,spices
1506,checkout,checkout,drinks,spices,dairy
1573,dairy,drinks,spices,dairy,spices
1591,drinks,spices,dairy,spices,dairy
1602,spices,dairy,spices,dairy,fruit
1609,dairy,spices,dairy,fruit,checkout
1617,spices,dairy,fruit,checkout,checkout
1623,dairy,fruit,checkout,checkout,checkout
1641,fruit,checkout,checkout,checkout,checkout
1651,checkout,checkout,checkout,checkout,dairy
1501,fruit,checkout,checkout,dairy,spices
1506,checkout,checkout,dairy,spices,dairy
1602,fruit,dairy,spices,dairy,fruit
1608,dairy,spices,dairy,fruit,checkout
1614,spices,dairy,fruit,checkout,checkout
1618,dairy,fruit,checkout,checkout,spices
1635,fruit,checkout,checkout,spices,dairy
1647,checkout,checkout,spices,dairy,checkout
1556,dairy,spices,dairy,checkout,checkout
1574,spices,dairy,checkout,checkout,drinks
1587,dairy,checkout,checkout,drinks,checkout
1590,checkout,checkout,drinks,checkout,checkout
1504,spices,drinks,checkout,checkout,drinks
1507,drinks,checkout,checkout,drinks,checkout
1530,checkout,checkout,drinks,checkout,checkout
1574,dairy,drinks,checkout,checkout,drinks
1588,drinks,checkout,checkout,drinks,checkout
1595,checkout,checkout,drinks,checkout,checkout
1504,spices,drinks,checkout,checkout,fruit
1507,drinks,checkout,checkout,fruit,checkout
1530,checkout,checkout,fruit,checkout,checkout
1603,dairy,fruit,checkout,checkout,checkout
1629,fruit,checkout,checkout,checkout,checkout
1641,checkout,checkout,checkout,checkout,spices
1557,drinks,checkout,checkout,spices,drinks
1570,checkout,checkout,spices,drinks,fruit
1508,dairy,spices,drinks,fruit,dairy
1534,spices,drinks,fruit,dairy,fruit
1535,drinks,fruit,dairy,fruit,drinks
1536,fruit,dairy,fruit,drinks,checkout
1538,dairy,fruit,drinks,checkout,checkout
1590,fruit,drinks,checkout,checkout,checkout
1597,drinks,checkout,checkout,checkout,checkout
1613,checkout,checkout,checkout,checkout,spices
1575,fruit,checkout,checkout,spices,drinks
1589,checkout,checkout,spices,drinks,fruit
1508,dairy,spices,drinks,fruit,dairy
1534,spices,drinks,fruit,dairy,fruit
1535,drinks,fruit,dairy,fruit,drinks
1536,fruit,dairy,fruit,drinks,checkout
1538,dairy,fruit,drinks,checkout,checkout
1590,fruit,drinks,checkout,checkout,drinks
1597,drinks,checkout,checkout,drinks,checkout
1613,checkout,checkout,drinks,checkout,checkout
1604,spices,drinks,checkout,checkout,fruit
1610,drinks,checkout,checkout,fruit,dairy
1615,checkout,checkout,fruit,dairy,drinks
1575,dairy,fruit,dairy,drinks,checkout
1585,fruit,dairy,drinks,checkout,checkout
1600,dairy,drinks,checkout,checkout,checkout
1612,drinks,checkout,checkout,checkout,checkout
1620,checkout,checkout,checkout,checkout,checkout
1509,fruit,checkout,checkout,checkout,checkout
1521,checkout,checkout,checkout,checkout,checkout
1576,fruit,checkout,checkout,checkout,checkout
1580,checkout,checkout,checkout,checkout,checkout
1509,fruit,checkout,checkout,checkout,checkout
1521,checkout,checkout,checkout,checkout,spices
1605,fruit,checkout,checkout,spices,checkout
1611,checkout,checkout,spices,checkout,checkout
1576,fruit,spices,checkout,checkout,drinks
1581,spices,checkout,checkout,drinks,checkout
1588,checkout,checkout,drinks,checkout,checkout
126,spices,drinks,checkout,checkout,fruit
136,drinks,checkout,checkout,fruit,dairy
139,checkout,checkout,fruit,dairy,checkout
125,drinks,fruit,dairy,checkout,checkout
130,fruit,dairy,checkout,checkout,drinks
158,dairy,checkout,checkout,drinks,checkout
182,checkout,checkout,drinks,checkout,checkout
126,spices,drinks,checkout,checkout,checkout
136,drinks,checkout,checkout,checkout,checkout
139,checkout,checkout,checkout,checkout,checkout
133,dairy,checkout,checkout,checkout,checkout
147,checkout,checkout,checkout,checkout,drinks
131,dairy,checkout,checkout,drinks,checkout
166,checkout,checkout,drinks,checkout,checkout
1518,spices,drinks,checkout,checkout,dairy
1522,drinks,checkout,checkout,dairy,fruit
1526,checkout,checkout,dairy,fruit,dairy
1577,fruit,dairy,fruit,dairy,drinks
1613,dairy,fruit,dairy,drinks,fruit
1627,fruit,dairy,drinks,fruit,dairy
1636,dairy,drinks,fruit,dairy,checkout
1646,drinks,fruit,dairy,checkout,checkout
1656,fruit,dairy,checkout,checkout,drinks
1663,dairy,checkout,checkout,drinks,checkout
1682,checkout,checkout,drinks,checkout,checkout
1518,spices,drinks,checkout,checkout,checkout
1522,drinks,checkout,checkout,checkout,checkout
1526,checkout,checkout,checkout,checkout,checkout
1612,dairy,checkout,checkout,checkout,checkout
1616,checkout,checkout,checkout,checkout,checkout
1591,fruit,checkout,checkout,checkout,checkout
1596,checkout,checkout,checkout,checkout,checkout
1527,dairy,checkout,checkout,checkout,checkout
1531,checkout,checkout,checkout,checkout,checkout
1581,fruit,checkout,checkout,checkout,checkout
1596,checkout,checkout,checkout,checkout,fruit
1527,dairy,checkout,checkout,fruit,spices
1531,checkout,checkout,fruit,spices,dairy
1617,drinks,fruit,spices,dairy,fruit
1619,fruit,spices,dairy,fruit,checkout
1625,spices,dairy,fruit,checkout,checkout
1630,dairy,fruit,checkout,checkout,checkout
1671,fruit,checkout,checkout,checkout,checkout
1676,checkout,checkout,checkout,checkout,dairy
1592,fruit,checkout,checkout,dairy,fruit
1597,checkout,checkout,dairy,fruit,checkout
1528,fruit,dairy,fruit,checkout,checkout
1532,dairy,fruit,checkout,checkout,dairy
1556,fruit,checkout,checkout,dairy,checkout
1574,checkout,checkout,dairy,checkout,checkout
1582,fruit,dairy,checkout,checkout,dairy
1610,dairy,checkout,checkout,dairy,fruit
1614,checkout,checkout,dairy,fruit,checkout
1528,fruit,dairy,fruit,checkout,checkout
1532,dairy,fruit,checkout,checkout,dairy
1556,fruit,checkout,checkout,dairy,checkout
1574,checkout,checkout,dairy,checkout,checkout
1620,fruit,dairy,checkout,checkout,drinks
1631,dairy,checkout,checkout,drinks,checkout
1636,checkout,checkout,drinks,checkout,checkout
1593,spices,drinks,checkout,checkout,spices
1598,drinks,checkout,checkout,spices,fruit
1601,checkout,checkout,spices,fruit,checkout
1537,fruit,spices,fruit,checkout,checkout
1548,spices,fruit,checkout,checkout,checkout
1549,fruit,checkout,checkout,checkout,checkout
1551,checkout,checkout,checkout,checkout,spices
1597,spices,checkout,checkout,spices,fruit
1605,checkout,checkout,spices,fruit,checkout
1537,fruit,spices,fruit,checkout,checkout
1548,spices,fruit,checkout,checkout,drinks
1549,fruit,checkout,checkout,drinks,fruit
1551,checkout,checkout,drinks,fruit,checkout
1621,fruit,drinks,fruit,checkout,checkout
1632,drinks,fruit,checkout,checkout,checkout
1637,fruit,checkout,checkout,checkout,checkout
1642,checkout,checkout,checkout,checkout,checkout
1602,fruit,checkout,checkout,checkout,checkout
1606,checkout,checkout,checkout,checkout,dairy
1539,fruit,checkout,checkout,dairy,spices
1543,checkout,checkout,dairy,spices,checkout
1598,spices,dairy,spices,checkout,checkout
1606,dairy,spices,checkout,checkout,checkout
1615,spices,checkout,checkout,checkout,checkout
1618,checkout,checkout,checkout,checkout,spices
1539,fruit,checkout,checkout,spices,dairy
1543,checkout,checkout,spices,dairy,fruit
1622,dairy,spices,dairy,fruit,drinks
1638,spices,dairy,fruit,drinks,spices
1643,dairy,fruit,drinks,spices,fruit
1691,fruit,drinks,spices,fruit,checkout
1704,drinks,spices,fruit,checkout,checkout
1733,spices,fruit,checkout,checkout,checkout
1745,fruit,checkout,checkout,checkout,checkout
1779,checkout,checkout,checkout,checkout,spices
1603,fruit,checkout,checkout,spices,drinks
1607,checkout,checkout,spices,drinks,checkout
1540,dairy,spices,drinks,checkout,checkout
1546,spices,drinks,checkout,checkout,checkout
1557,drinks,checkout,checkout,checkout,checkout
1565,checkout,checkout,checkout,checkout,spices
1599,fruit,checkout,checkout,spices,drinks
1603,checkout,checkout,spices,drinks,checkout
1540,dairy,spices,drinks,checkout,checkout
1546,spices,drinks,checkout,checkout,checkout
1557,drinks,checkout,checkout,checkout,checkout
1565,checkout,checkout,checkout,checkout,checkout
1623,fruit,checkout,checkout,checkout,checkout
1626,checkout,checkout,checkout,checkout,checkout
1608,drinks,checkout,checkout,checkout,checkout
1610,checkout,checkout,checkout,checkout,dairy
1541,dairy,checkout,checkout,dairy,drinks
1586,checkout,checkout,dairy,drinks,checkout
1611,spices,dairy,drinks,checkout,checkout
1619,dairy,drinks,checkout,checkout,checkout
1628,drinks,checkout,checkout,checkout,checkout
1631,checkout,checkout,checkout,checkout,spices
1541,dairy,checkout,checkout,spices,checkout
1586,checkout,checkout,spices,checkout,checkout
1624,drinks,spices,checkout,checkout,drinks
1627,spices,checkout,checkout,drinks,checkout
1633,checkout,checkout,drinks,checkout,checkout
1609,spices,drinks,checkout,checkout,checkout
1611,drinks,checkout,checkout,checkout,checkout
1613,checkout,checkout,checkout,checkout,checkout
1542,drinks,checkout,checkout,checkout,checkout
1552,checkout,checkout,checkout,checkout,checkout
1612,spices,checkout,checkout,checkout,checkout
1620,checkout,checkout,checkout,checkout,fruit
1542,drinks,checkout,checkout,fruit,checkout
1552,checkout,checkout,fruit,checkout,checkout
1628,drinks,fruit,checkout,checkout,dairy
1634,fruit,checkout,checkout,dairy,fruit
1639,checkout,checkout,dairy,fruit,checkout
1614,fruit,dairy,fruit,checkout,checkout
1621,dairy,fruit,checkout,checkout,drinks
1639,fruit,checkout,checkout,drinks,checkout
1647,checkout,checkout,drinks,checkout,checkout
1544,fruit,drinks,checkout,checkout,checkout
1553,drinks,checkout,checkout,checkout,checkout
1558,checkout,checkout,checkout,checkout,drinks
1621,drinks,checkout,checkout,drinks,checkout
1624,checkout,checkout,drinks,checkout,checkout
1544,fruit,drinks,checkout,checkout,spices
1553,drinks,checkout,checkout,spices,fruit
1558,checkout,checkout,spices,fruit,checkout
1644,dairy,spices,fruit,checkout,checkout
1648,spices,fruit,checkout,checkout,dairy
1657,fruit,checkout,checkout,dairy,fruit
1685,checkout,checkout,dairy,fruit,checkout
1615,spices,dairy,fruit,checkout,checkout
1624,dairy,fruit,checkout,checkout,checkout
1627,fruit,checkout,checkout,checkout,checkout
1640,checkout,checkout,checkout,checkout,drinks
1545,spices,checkout,checkout,drinks,fruit
1547,checkout,checkout,drinks,fruit,spices
1625,spices,drinks,fruit,spices,fruit
1632,drinks,fruit,spices,fruit,checkout
1642,fruit,spices,fruit,checkout,checkout
1647,spices,fruit,checkout,checkout,checkout
1652,fruit,checkout,checkout,checkout,checkout
1666,checkout,checkout,checkout,checkout,checkout
1545,spices,checkout,checkout,checkout,checkout
1547,checkout,checkout,checkout,checkout,spices
1645,dairy,checkout,checkout,spices,dairy
1652,checkout,checkout,spices,dairy,checkout
1616,dairy,spices,dairy,checkout,checkout
1622,spices,dairy,checkout,checkout,checkout
1628,dairy,checkout,checkout,checkout,checkout
1641,checkout,checkout,checkout,checkout,checkout
140,fruit,checkout,checkout,checkout,checkout
143,checkout,checkout,checkout,checkout,checkout
126,drinks,checkout,checkout,checkout,checkout
131,checkout,checkout,checkout,checkout,checkout
140,fruit,checkout,checkout,checkout,checkout
143,checkout,checkout,checkout,checkout,dairy
134,dairy,checkout,checkout,dairy,checkout
148,checkout,checkout,dairy,checkout,checkout
132,spices,dairy,checkout,checkout,fruit
149,dairy,checkout,checkout,fruit,checkout
184,checkout,checkout,fruit,checkout,checkout
1550,dairy,fruit,checkout,checkout,checkout
1554,fruit,checkout,checkout,checkout,checkout
1609,checkout,checkout,checkout,checkout,fruit
1626,fruit,checkout,checkout,fruit,checkout
1633,checkout,checkout,fruit,checkout,checkout
1550,dairy,fruit,checkout,checkout,spices
1554,fruit,checkout,checkout,spices,checkout
1609,checkout,checkout,spices,checkout,checkout
1646,fruit,spices,checkout,checkout,checkout
1649,spices,checkout,checkout,checkout,checkout
1653,checkout,checkout,checkout,checkout,checkout
1617,spices,checkout,checkout,checkout,checkout
1623,checkout,checkout,checkout,checkout,spices
1555,fruit,checkout,checkout,spices,dairy
1566,checkout,checkout,spices,dairy,fruit
1629,dairy,spices,dairy,fruit,checkout
1653,spices,dairy,fruit,checkout,checkout
1657,dairy,fruit,checkout,checkout,checkout
1692,fruit,checkout,checkout,checkout,checkout
1712,checkout,checkout,checkout,checkout,checkout
1555,fruit,checkout,checkout,checkout,checkout
1566,checkout,checkout,checkout,checkout,fruit
1650,fruit,checkout,checkout,fruit,checkout
1654,checkout,checkout,fruit,checkout,checkout
1618,dairy,fruit,checkout,checkout,dairy
1629,fruit,checkout,checkout,dairy,checkout
1633,checkout,checkout,dairy,checkout,checkout
1559,spices,dairy,checkout,checkout,dairy
1575,dairy,checkout,checkout,dairy,drinks
1579,checkout,checkout,dairy,drinks,spices
1637,fruit,dairy,drinks,spices,fruit
1654,dairy,drinks,spices,fruit,dairy
1688,drinks,spices,fruit,dairy,checkout
1700,spices,fruit,dairy,checkout,checkout
1717,fruit,dairy,checkout,checkout,dairy
1741,dairy,checkout,checkout,dairy,checkout
1759,checkout,checkout,dairy,checkout,checkout
1559,spices,dairy,checkout,checkout,dairy
1575,dairy,checkout,checkout,dairy,drinks
1579,checkout,checkout,dairy,drinks,checkout
1651,spices,dairy,drinks,checkout,checkout
1663,dairy,drinks,checkout,checkout,dairy
1715,drinks,checkout,checkout,dairy,checkout
1729,checkout,checkout,dairy,checkout,checkout
1619,fruit,dairy,checkout,checkout,checkout
1625,dairy,checkout,checkout,checkout,checkout
1668,checkout,checkout,checkout,checkout,dairy
1560,spices,checkout,checkout,dairy,spices
1567,checkout,checkout,dairy,spices,checkout
1638,spices,dairy,spices,checkout,checkout
1643,dairy,spices,checkout,checkout,checkout
1658,spices,checkout,checkout,checkout,checkout
1664,checkout,checkout,checkout,checkout,checkout
1560,spices,checkout,checkout,checkout,checkout
1567,checkout,checkout,checkout,checkout,dairy
1655,dairy,checkout,checkout,dairy,drinks
1658,checkout,checkout,dairy,drinks,fruit
1626,spices,dairy,drinks,fruit,checkout
1634,dairy,drinks,fruit,checkout,checkout
1637,drinks,fruit,checkout,checkout,dairy
1642,fruit,checkout,checkout,dairy,fruit
1648,checkout,checkout,dairy,fruit,dairy
1561,spices,dairy,fruit,dairy,spices
1568,dairy,fruit,dairy,spices,dairy
1576,fruit,dairy,spices,dairy,checkout
1582,dairy,spices,dairy,checkout,checkout
1633,spices,dairy,checkout,checkout,checkout
1637,dairy,checkout,checkout,checkout,checkout
1639,checkout,checkout,checkout,checkout,dairy
1639,drinks,checkout,checkout,dairy,fruit
1644,checkout,checkout,dairy,fruit,dairy
1561,spices,dairy,fruit,dairy,spices
1568,dairy,fruit,dairy,spices,dairy
1576,fruit,dairy,spices,dairy,checkout
1582,dairy,spices,dairy,checkout,checkout
1633,spices,dairy,checkout,checkout,checkout
1637,dairy,checkout,checkout,checkout,checkout
1639,checkout,checkout,checkout,checkout,checkout
1656,dairy,checkout,checkout,checkout,checkout
1686,checkout,checkout,checkout,checkout,checkout
1630,dairy,checkout,checkout,checkout,checkout
1638,checkout,checkout,checkout,checkout,spices
1562,spices,checkout,checkout,spices,drinks
1569,checkout,checkout,spices,drinks,checkout
1648,dairy,spices,drinks,checkout,checkout
1684,spices,drinks,checkout,checkout,checkout
1693,drinks,checkout,checkout,checkout,checkout
1701,checkout,checkout,checkout,checkout,drinks
1562,spices,checkout,checkout,drinks,checkout
1569,checkout,checkout,drinks,checkout,checkout
1659,fruit,drinks,checkout,checkout,checkout
1664,drinks,checkout,checkout,checkout,checkout
1677,checkout,checkout,checkout,checkout,drinks
1631,dairy,checkout,checkout,drinks,checkout
1635,checkout,checkout,drinks,checkout,checkout
1563,spices,drinks,checkout,checkout,checkout
1570,drinks,checkout,checkout,checkout,checkout
1587,checkout,checkout,checkout,checkout,drinks
1649,dairy,checkout,checkout,drinks,checkout
1694,checkout,checkout,drinks,checkout,checkout
1563,spices,drinks,checkout,checkout,dairy
1570,drinks,checkout,checkout,dairy,spices
1587,checkout,checkout,dairy,spices,fruit
1660,fruit,dairy,spices,fruit,dairy
1665,dairy,spices,fruit,dairy,drinks
1692,spices,fruit,dairy,drinks,fruit
1705,fruit,dairy,drinks,fruit,checkout
1722,dairy,drinks,fruit,checkout,checkout
1774,drinks,fruit,checkout,checkout,spices
1780,fruit,checkout,checkout,spices,dairy
1789,checkout,checkout,spices,dairy,fruit
1632,dairy,spices,dairy,fruit,checkout
1643,spices,dairy,fruit,checkout,checkout
1649,dairy,fruit,checkout,checkout,checkout
1669,fruit,checkout,checkout,checkout,checkout
1683,checkout,checkout,checkout,checkout,spices
1564,fruit,checkout,checkout,spices,checkout
1571,checkout,checkout,spices,checkout,checkout
1655,fruit,spices,checkout,checkout,checkout
1695,spices,checkout,checkout,checkout,checkout
1718,checkout,checkout,checkout,checkout,checkout
1564,fruit,checkout,checkout,checkout,checkout
1571,checkout,checkout,checkout,checkout,checkout
1661,fruit,checkout,checkout,checkout,checkout
1662,checkout,checkout,checkout,checkout,checkout
1636,fruit,checkout,checkout,checkout,checkout
1656,checkout,checkout,checkout,checkout,spices
1572,fruit,checkout,checkout,spices,checkout
1577,checkout,checkout,spices,checkout,checkout
1659,dairy,spices,checkout,checkout,checkout
1696,spices,checkout,checkout,checkout,checkout
1702,checkout,checkout,checkout,checkout,checkout
1572,fruit,checkout,checkout,checkout,checkout
1577,checkout,checkout,checkout,checkout,spices
1666,fruit,checkout,checkout,spices,dairy
1678,checkout,checkout,spices,dairy,spices
1644,dairy,spices,dairy,spices,checkout
1652,spices,dairy,spices,checkout,checkout
1653,dairy,spices,checkout,checkout,checkout
1714,spices,checkout,checkout,checkout,checkout
1721,checkout,checkout,checkout,checkout,dairy
1573,fruit,checkout,checkout,dairy,drinks
1583,checkout,checkout,dairy,drinks,checkout
1660,spices,dairy,drinks,checkout,checkout
1665,dairy,drinks,checkout,checkout,checkout
1674,drinks,checkout,checkout,checkout,checkout
1677,checkout,checkout,checkout,checkout,checkout
1573,fruit,checkout,checkout,checkout,checkout
1583,checkout,checkout,checkout,checkout,dairy
1667,fruit,checkout,checkout,dairy,checkout
1672,checkout,checkout,dairy,checkout,checkout
1645,fruit,dairy,checkout,checkout,spices
1650,dairy,checkout,checkout,spices,dairy
1651,checkout,checkout,spices,dairy,checkout
144,fruit,spices,dairy,checkout,checkout
155,spices,dairy,checkout,checkout,checkout
164,dairy,checkout,checkout,checkout,checkout
170,checkout,checkout,checkout,checkout,spices
127,spices,checkout,checkout,spices,dairy
132,checkout,checkout,spices,dairy,checkout
144,fruit,spices,dairy,checkout,checkout
155,spices,dairy,checkout,checkout,dairy
164,dairy,checkout,checkout,dairy,checkout
170,checkout,checkout,dairy,checkout,checkout
135,spices,dairy,checkout,checkout,dairy
142,dairy,checkout,checkout,dairy,spices
149,checkout,checkout,dairy,spices,drinks
138,spices,dairy,spices,drinks,fruit
143,dairy,spices,drinks,fruit,dairy
154,spices,drinks,fruit,dairy,drinks
159,drinks,fruit,dairy,drinks,checkout
186,fruit,dairy,drinks,checkout,checkout
203,dairy,drinks,checkout,checkout,checkout
208,drinks,checkout,checkout,checkout,checkout
217,checkout,checkout,checkout,checkout,checkout
3,dairy,checkout,checkout,checkout,checkout
5,checkout,checkout,checkout,checkout,checkout
3,dairy,checkout,checkout,checkout,checkout
24,checkout,checkout,checkout,checkout,spices
3,dairy,checkout,checkout,spices,drinks
5,checkout,checkout,spices,drinks,checkout
4,dairy,spices,drinks,checkout,checkout
9,spices,drinks,checkout,checkout,checkout
11,drinks,checkout,checkout,checkout,checkout
26,checkout,checkout,checkout,checkout,fruit
3,fruit,checkout,checkout,fruit,checkout
12,checkout,checkout,fruit,checkout,checkout
1578,spices,fruit,checkout,checkout,checkout
1580,fruit,checkout,checkout,checkout,checkout
1598,checkout,checkout,checkout,checkout,fruit
1661,fruit,checkout,checkout,fruit,checkout
1675,checkout,checkout,fruit,checkout,checkout
1578,spices,fruit,checkout,checkout,spices
1580,fruit,checkout,checkout,spices,drinks
1598,checkout,checkout,spices,drinks,fruit
1668,fruit,spices,drinks,fruit,checkout
1673,spices,drinks,fruit,checkout,checkout
1679,drinks,fruit,checkout,checkout,fruit
1687,fruit,checkout,checkout,fruit,drinks
1693,checkout,checkout,fruit,drinks,spices
1646,dairy,fruit,drinks,spices,dairy
1654,fruit,drinks,spices,dairy,fruit
1657,drinks,spices,dairy,fruit,checkout
1674,spices,dairy,fruit,checkout,checkout
1684,dairy,fruit,checkout,checkout,checkout
1748,fruit,checkout,checkout,checkout,checkout
1759,checkout,checkout,checkout,checkout,checkout
1581,fruit,checkout,checkout,checkout,checkout
1595,checkout,checkout,checkout,checkout,checkout
1662,fruit,checkout,checkout,checkout,checkout
1678,checkout,checkout,checkout,checkout,checkout
1581,fruit,checkout,checkout,checkout,checkout
1595,checkout,checkout,checkout,checkout,checkout
1669,dairy,checkout,checkout,checkout,checkout
1674,checkout,checkout,checkout,checkout,fruit
1655,fruit,checkout,checkout,fruit,dairy
1658,checkout,checkout,fruit,dairy,checkout
1584,dairy,fruit,dairy,checkout,checkout
1588,fruit,dairy,checkout,checkout,drinks
1591,dairy,checkout,checkout,drinks,checkout
1610,checkout,checkout,drinks,checkout,checkout
1667,dairy,drinks,checkout,checkout,fruit
1697,drinks,checkout,checkout,fruit,dairy
1703,checkout,checkout,fruit,dairy,checkout
1584,dairy,fruit,dairy,checkout,checkout
1588,fruit,dairy,checkout,checkout,spices
1591,dairy,checkout,checkout,spices,dairy
1610,checkout,checkout,spices,dairy,checkout
1670,drinks,spices,dairy,checkout,checkout
1675,spices,dairy,checkout,checkout,spices
1680,dairy,checkout,checkout,spices,drinks
1694,checkout,checkout,spices,drinks,fruit
1659,dairy,spices,drinks,fruit,dairy
1663,spices,drinks,fruit,dairy,drinks
1675,drinks,fruit,dairy,drinks,spices
1685,fruit,dairy,drinks,spices,dairy
1722,dairy,drinks,spices,dairy,fruit
1738,drinks,spices,dairy,fruit,drinks
1756,spices,dairy,fruit,drinks,checkout
1767,dairy,fruit,drinks,checkout,checkout
1780,fruit,drinks,checkout,checkout,checkout
1785,drinks,checkout,checkout,checkout,checkout
1802,checkout,checkout,checkout,checkout,fruit
1585,dairy,checkout,checkout,fruit,checkout
1592,checkout,checkout,fruit,checkout,checkout
1668,dairy,fruit,checkout,checkout,checkout
1753,fruit,checkout,checkout,checkout,checkout
1767,checkout,checkout,checkout,checkout,checkout
1585,dairy,checkout,checkout,checkout,checkout
1592,checkout,checkout,checkout,checkout,fruit
1681,fruit,checkout,checkout,fruit,checkout
1723,checkout,checkout,fruit,checkout,checkout
1660,dairy,fruit,checkout,checkout,fruit
1686,fruit,checkout,checkout,fruit,checkout
1723,checkout,checkout,fruit,checkout,checkout
1589,dairy,fruit,checkout,checkout,checkout
1599,fruit,checkout,checkout,checkout,checkout
1604,checkout,checkout,checkout,checkout,fruit
1669,fruit,checkout,checkout,fruit,checkout
1679,checkout,checkout,fruit,checkout,checkout
1589,dairy,fruit,checkout,checkout,checkout
1599,fruit,checkout,checkout,checkout,checkout
1604,checkout,checkout,checkout,checkout,checkout
1682,fruit,checkout,checkout,checkout,checkout
1695,checkout,checkout,checkout,checkout,checkout
1661,fruit,checkout,checkout,checkout,checkout
1670,checkout,checkout,checkout,checkout,checkout
1593,fruit,checkout,checkout,checkout,checkout
1596,checkout,checkout,checkout,checkout,checkout
1670,spices,checkout,checkout,checkout,checkout
1680,checkout,checkout,checkout,checkout,spices
1593,fruit,checkout,checkout,spices,dairy
1596,checkout,checkout,spices,dairy,fruit
1683,drinks,spices,dairy,fruit,spices
1696,spices,dairy,fruit,spices,checkout
1716,dairy,fruit,spices,checkout,checkout
1734,fruit,spices,checkout,checkout,checkout
1775,spices,checkout,checkout,checkout,checkout
